,label,data
40,0,이렇게 중동이었던 적은 없었나
41,0,여깄나
42,0,역무비였나
43,0,항상 이렇 이렇게 열었나
44,0,무슨 일 있나 왜 이렇게 수업을 안 오나
45,0,왜 안 오나
46,0,아버지 오셨나
47,0,지금까지 삼 점 육까지 올렸나
48,0,일단 그 중간에 니들도 한 번쯤 아마 걸으면서 그런 생각이 들었을 거야 내가 왜 왔나
49,0,아무튼 내가 안 왔나
0,0,보름 있었나
1,0,저 도대체 몇 시에 자나
2,0,내가 또 이해가 잘못됐나
3,0,내가 눈이 잘못됐나
4,0,그럼 웅범이가 뭐 마킹을 잘못했나
5,0,아니 월남치마에 가죽 잠바였나
6,0,어떻게 알고 또 저 그 순대 팔다가 또 손 잡혔나
7,0,세 시간 잤나
8,0,그래 어제 어제 두 시간 잤나
9,0,장난하나
10,0,아이씨 장난하나
11,0,쟤가 왜 저러나
12,0,영순이가 그 조였나
13,0,졸업했나
14,0,그럼 좋나
15,0,오늘은 기분이 안 좋나
16,0,첫 번째 항은 별로 안 좋나
17,0, 자동차 좋아하나
18,0,오빠 말대로 하면 쎄컨드를 좋아하나
19,0,내가 그렇게까지 사람 상처 주면서 떠날 만큼 또 얘를 좋아하나
20,0,컵 안 바꿔 주나
21,0,육군 그것밖에 못 해 주나
22,0,육군은 그렇게 안 해 주나
23,0,열쇠를 주나
24,0,요샌 그 사탕을 많이 주나
25,0,지지난 주였나
26,0,그 공주 죽 죽 죽었나
27,0,죽었나
28,0,여기 김밥 이게 한 줄이겠나 두 줄이겠나
29,0,여기 김밥 이게 한 줄이겠나
30,0,가르켜 줬나
31,0,언제 한번 얘기해 줬나
32,0, 그 얘기 해 줬나
33,0,어 반응에 대해서 얘기해 줬나
34,0,사학과라 붙여 줬나
35,0,그런다고 안보가 지켜지나
36,0,어우 나 집착이었나
37,0,쩜프랬나
38,0,그 또 다른 거 뭐 찍었나
39,0,아 그러면 이제 자네는 이제 이제 짝을 자 잘 찾았나
40,0,근데 컴활 일급도 워드 일급으로 같이 쳐주나
41,0,아버지를 초월하나
42,0,방관적인 입장을 취하나
43,0,육이랬나 삼 점 칠이랬나
44,0,다른 사람들이 인제 아 콘도였나
45,0,트럭이랬나
46,0,매장에서 판매 판매했나
47,0,작년엔 팔십이었나
48,0,근데 나는 어 나두 그거 민지 내가 그걸 민자한테 팔았나
49,0,근데 그거를 꼭 병장들이 피나
0,0,그렇게 바람을 피나
1,0,그냥 지방에서도 하나
2,0,뭐 항일 투쟁이야 전쟁 하나
3,0,장난 하나
4,0,뭐 명지대 이런 데 가 봐 애들이 그렇게 하나
5,0,아 는 또 뭐 하나
6,0,어떡해야 하나
7,0,몰라서 이런 소리 하나
8,0,교육을 하나
9,0,표현을 안 한다고 해야 하나
10,0,잘 해야지 좋아만 하면 뭐 하나
11,0,남자 친구가 공분 잘 하나
12,0,뭘 하나
13,0,많이 하나
14,0,신촌 이런 데 그 정도 하나
15,0,뭐 한 시간 해야 하나
16,0,삼급 삼급은 안 하나
17,0,니 말 안 하나
19,0,아르바이트 학생들 따로 하나
20,0,이런 거 알아서 뭐 하나
21,0,안 하나
22,0,라고 하나
23,0,겨울은 원주만 하나
24,0,편식을 하나
25,0,다음 학기에는 채플 들어야 하나
26,0, 뭐 할지는 당신들한테 내가 말을 해 주어야 하나
27,0,아 내 친구는 그까 친구들 결혼할 때마다 그 사탕 부케라고 하나
28,0,요즘은 부케루 뭘 많이 하나
29,0,유월달 칠월달까지 하나
30,0,재밌다고 하나
31,0,한 한진이었나
32,0,물질적인 부분에 해당되나
33,0,그동안 뭐 했나
34,0,현금을 했나
35,0,뭐 개고기로 설문 조사 했나
36,0,아니면 자발적이 된다고 했나
37,0,자발성을 유발한다고 했나
38,0,세 명이 분명히 로그인해 아 이 형도 했고 이 형도 했나
39,0,공일 때 뭐 했나
40,0,스물 스물다섯에 했나
41,0,아직 개봉 안 했나
42,0,한 두 번 두세 번 했나
43,0,취직 많이 했나
44,0,안 했나
45,0,어법 다 했나
46,0,이가 취직만 하면 결혼한다 안 했나
47,0,뽀순이가 잘 했나
48,0,했나
49,0,이퀄라이저 했나
0,0,표를 내냐
1,0, 냐
2,0,너 학점 널널하냐
3,0,식당에다 넘기겠냐
4,0,어디에다 팔아 넘기겠냐
5,0,연기 진짜 못 해 왜 걔를 넜냐
6,0,몇 년생이냐
7,0,넌 논산이냐
8,0,왜 띠워 놓냐
9,0,얘 누 누구냐
10,0,소대장이 누구냐에
11,0,옛날에 그 그 누구냐
12,0,자료를 쌓아 놓고 한 곳에서 집중해서 봐야 되는 사람이 누구냐
13,0,누구냐
14,0,누구냐
15,0,누구냐
16,0,누구냐
17,0,그러면은 뭐 누구냐
18,0,저 뭐야 하구 누구냐
19,0,뭐 승아 그때 승아였냐 누구였냐
20,0,야 이가 느끼하냐 내가 더 느끼하냐
21,0,야 이가 느끼하냐
22,0,늙었냐
24,0,우리 울트라 닛폰이냐
25,0,머리만 길믄 다냐
26,0,학기 중에 너는 그 학원 안 다녔었냐
27,0,근데 말이 왜 진혜 말하고 니 말하고 다르냐
28,0,닫었냐
29,0,여자는 언제쯤 그게 달라지냐
30,0,닭이냐
31,0,닮았냐
32,0,이게 보아랑 닮았냐
33,0,왜 당연하냐
34,0,근데 우리가 당연하냐
35,0,그러니 웬만큼 벌어서 어디 당하겠냐
36,0,이 새 이 새끼가 대부냐
37,0,지배인이 거기 대빵이냐
38,0,학굔 어떻게 댕겼냐
39,0,설탕 덩어리냐
40,0,회계가 뭐 하는 데냐
41,0,슬기야 너 근데 왜 도망쳤냐
42,0,아니 개 다음에 돼지냐
43,0,근데 이 형 집에 안 들어간 지 며칠 됐냐
44,0,야 인 어떻게 됐냐
45,0,넌 남산타워 가 본 지 오래 됐냐
46,0,솔직히 터미네이터 당시 나왔을 때 말이 됐었냐
47,0,이런 사람이 정권 잡으면 어떻게 되겠냐
48,0,아무나 다 하면 되겠냐
49,0,나까지 때려서도 되겠냐
0,0,어쩐 줄 아냐
1,0,니가 무슨 말했는 줄이나 아냐
2,0,뭔지 아냐
3,0,독해 문제가 쉬운 줄 아냐
4,0,그 십 오 분이라는 영화 아냐
5,0,그 살인 미소가 어디서 나온 말인지 아냐
6,0,그 얘기 아냐
7,0,아 근데 충전 그거 아냐
8,0,젤 쎈 건 뭔지 아냐
9,0,그거 아냐
10,0,거 아냐
11,0,내가 아냐
12,0,오늘 얼마 얼마나 웃겼는지 아냐
13,0,너네 그거 아냐
14,0,너 요즘에 얼마나 까다로운지 아냐
15,0,거 어떻게 아냐
16,0,군대 간 애들 주소 아냐
17,0,아 근데 구현정 교수님 어떻게 아냐
18,0,내가 얼마나 욕 먹었는지 아냐
19,0,하나는 또 어쩐지 아냐
20,0,뭐라 그런 줄 아냐
21,0,그 주례하는 사람이 몇 살인 줄 아냐
22,0,야 뭐 그런 일만 있는 줄 아냐
23,0,그런 애들은 또 그런 애들 나름으로 사는 방법 아니겠냐
24,0,그런 멋진 남자애를 또 봤다는 거 아니겠냐
25,0,이런 사람도 저런 사람도 있고 다양 다양한 거 아니냐
26,0,사진이 일촌 공개냐 아니냐
27,0,너나 나나 막 고만둘 쯤에 거의 과도기 아니냐
28,0,인제 안 좋아하는 거 아니냐
29,0,그리고 정서 반응에 민감한 세대는 너무 또 주관적인 거 아니냐
30,0,옛날부터 우리가 주장했던 거 아니냐
31,0,베트남전 식으로 가는 거 아니냐
32,0,이거 니 핸드폰 아니냐
33,0,최고 직장 아니냐
34,0,쿼터냐 아니냐
35,0,이제 자기한텐 기회가 없었던 거 아니냐
36,0,노트북 좌석이냐 아니냐가
37,0,선거 때 공약으로 들어간 거라  정당성을 확보한 게 아니냐
38,0,근까 세계화를 위해서 이거를 끌어온 게 아니냐라고
39,0,국가가 민족성을 근까 이용한 것이냐 아니냐
40,0,그거 좀 오바 아니냐
41,0,만약에 더 들어가느냐 아니냐
42,0,그거 되게 오래된 거 아니냐
43,0,너 그거 돈 많이 벌어서 하는 거 아니냐
44,0,자기 영남 색을 벗을 생각이 없었던 거 아니냐
45,0,그쪽 계열 아니냐
46,0,죽으라면 죽고 살면 살고 그거 아니냐
47,0,그러면서 뜰 수도 있는 거 아니냐
48,0,지도자를 통해서 바꿔 주시는 거 아니냐
49,0,많은 대중을 포섭할 수 있는 건 보아 아니냐
0,0,근데 안 내도 되지 않냐
1,0,진짜 이쁘지 않냐
2,0,책밖에 없지 않냐
3,0,이거 반지 꼈을 때 느낌이  않냐
4,0,완벽하지 않냐
5,0,나 너무 잘 타지 않냐
6,0,좀 춥구 그렇지 않냐
7,0,야 그거면 학점 포기도 해도 되지 않냐
8,0,너네 수업 있지 않냐
9,0,지 진짜 좀 있으면 수업 있지 않냐
10,0,그럴 거 같지 않냐
11,0,근데 우준 씨 엄청 착하지 않냐
12,0,근데 약간 톡 쏘니까 독하지 않냐
13,0,전화하면서 괜히 욕하 막 걔 되게 이상하지 않냐
14,0,꼭 모양이 우리 아빠 배 같지 않냐
15,0,그 생각 나지 않냐
16,0,막 소외감 느껴지지 않냐
17,0,이상하지 않냐
18,0,근데 꼭 그렇지 않냐
19,0,카타르시스 같은 게 느껴지지 않냐
20,0,아 너 옛날에 아나운서가 꿈이라고 하지 않았냐
21,0,야 그래도 이거보단 이게 마르지 않았냐
22,0,평생 가 가지구 지 병장 달 때두 고참들이 막 씨발 넌 옛날에 그러지 않았냐
23,0,김정일이 능력이 없대는 둥 뭐 그런 얘기 많이 나오지 않았냐
24,0,새같이 생기지 않았냐
25,0,걔 좀 앵무새 같이 생기지 않았냐
26,0,요기 이런 데 긁지 말라고 그러지 않았냐
27,0,너 너 그날 이후로 키도 좀 늘지 않았냐
28,0,한 달 안 되지 않았냐
29,0,그런 식으로 흘르지 않았냐
30,0,팀버튼이 삼 편 찍지 않았냐
31,0,그래 가지고 또 이가 또 십이월 삼십일날 잠적하지 않았냐
32,0,아 진짜 재미있지 않았냐
33,0,그건 좀 심하지 않았냐
34,0,그때 니 안 다니지 않았냐
35,0,잘 쓰지 않았냐
36,0,야 나 일자로 되지 않았냐
37,0,딴 나라에서 뭐 하지 않았냐
38,0,수련회마다 다 비슷하게 생기지 않았냐
39,0,그 주사를 불에다 이렇게 소독하지 않았냐
40,0,말이 없어지지 않았냐
41,0,할려구 하지 않았었냐
42,0,거의 뭐 사차원을 주름잡지 않았었냐
43,0,삼학년 처음 복학해서 바로 보지 않았었냐
44,0,우리 순대볶음도 시키지 않았었냐
45,0, 하지 않았었냐
46,0,근데 씨발 초등 학교 중학교 다니는 애들이 세이빙스 세이빙스 뱅스를 뭔지 알겠냐
47,0,그게 누구한테는 스트레스가 약이겠냐
48,0,그게 젊어 보인다는 얘기냐
49,0,배 사무원보고 책임지란 얘기냐
0,0,책 있냐
1,0,뭐 있냐
2,0,안 그러고서야 니가 이렇게 걸을 리가 있냐
3,0,빠꾸 당한 애들두 있냐
4,0,그래 가지구 내가 너는 나랑 계속 만날 생각은 있냐
5,0,임용 고시 허가 있냐
6,0,니네 학교에 후배 중 괜찮은 애 있냐
7,0,그때 신영이 형이랑 너 있었냐
8,0,담배 술 여자까지 있었냐
9,0,근데 우리 나라 좋은 제도 들어와서 그 좋은 제도 제대루 쓰인 적이 한 번이라두 있었냐
10,0,진짜  맨날 이러구 있었냐
11,0,참 여러 파트가 있잖냐
12,0,그런 게 있잖냐
13,0,즐거움들 있잖냐
14,0,그런 거 있잖냐
15,0,요즘에 누가 두 다리 쭉 뻗고 자냐
16,0,장난치냐
17,0,근데 그게 재밌겠냐
18,0,재밌냐
22,0,재밌었니 그거 재밌냐
23,0,디지털 저거냐
24,0,십자군 전쟁이 종교 전쟁이냐
25,0,십자군 운동이 종교 전쟁이냐
27,0,당신은 젊었냐
28,0,몇 점이냐
29,0,군인 쪽으로도 같으면서도 사회에 접했냐
31,0, 이번에 졸업했냐
32,0,어떤 남자 친구가 기분 좋겠냐
33,0,그래서 뭐 일년에 회비 내면 얼마가 좋겠냐
34,0,너는 니가 택시 타고 니 돈 내고 욕 먹으면 기분 좋냐
35,0,걔는 끝이 안 좋냐
36,0,좋냐
37,0,그런 건 안 좋냐
38,0,파워도 원래 좋냐
39,0,아이 어디가 좋냐가
40,0,공공칠 좋아하냐
41,0,고형진이 왜 백석 시를 좋아하냐에
42,0,피부가 그렇게 좋았냐
43,0,노트북 좌석이냐
44,0,무슨 죄졌냐
45,0,밥값도 안 주냐
46,0,누가 인계를 해 주냐
47,0,왜 물도 안 주냐
48,0,아주 중요하냐
49,0,근데 그게 중요하냐
0,0,그 인계를 누가 하냐
1,0,아니 왜 안 하냐
2,0,이렇게 무서운 거만 하냐
3,0,어우 연기를 뭐 저 따위로 하냐
4,0,실질적으로 중요한 건 뭐 어떤 일을 하냐
5,0,니네들은 뭐 제대로 치고 하냐
6,0,에이씨 뭐 그런 걸 하냐
7,0,뭐를 할 생각을 뭘 하냐
8,0,근데 무슨 암이길래 저렇게 수술을 하냐
9,0,갑자기 이런 말 하냐
10,0,그 교회에서는 그런 거 불 보지 않기 그런 운동은 안 하냐
11,0,그걸 어떻게 이해를 못 하냐
12,0,그럼 뭐 하냐
13,0,돈도 모을려고 하면 얼마나 고생을 또 많이 하냐
14,0,너는 느그 집에서도 으 그렇게 나이 먹은 선생님한테 하듯이 하냐
15,0,너는 왜 그렇게 못 하냐
16,0,뭐 하냐
17,0,걔는 뭐 하냐
18,0,너희 서열 하냐
19,0,엄마랑 싸우는데 열 내서 뭐 하냐
20,0,니네는 말랑말랑한 거 그런 거 하냐
21,0,그 탄압은 안 하냐
22,0,니가 좀 하냐
23,0,한 스타 스타도 아직도 하냐
25,0,그래서 또 쓱 물어 봤지 오늘 아침에  너 이사한테 뭐 어떻게 했길래 이사가 전화질을 다 하냐
26,0,너 소개팅 하냐
27,0,너네는 아줌마들이 하냐
28,0,근데 말이 쉬라는 거지 올라가 봐야 쉬게 하냐
29,0,그럼 니가 안 하면 누가 하냐
30,0,우리 언니랑 어쩜 저렇게 하얗냐
31,0,삼십 이십구 학점이냐
32,0,아 전지현이 했냐
33,0,뭐 했냐
34,0,실질적으론 그게 얼마만큼 작용을 했냐
35,0,가공을 많이 했냐
36,0,니가 왜 이렇게 조율을 못 했냐
37,0,몇 시간 했냐
38,0,와호장룡 뭐라고 했냐
39,0,그래서 내가 너 뭐 했냐
40,0,뭐 했냐
41,0,얘기를 안 했냐
42,0,너는 했냐
43,0,내가 사 준 거 했냐
44,0,그거는 했냐
45,0,정민이 넌 방학 때 뭐 했냐
46,0,너 방학 때 뭐 했냐
47,0,너한텐 얘기 안 했냐
48,0,신부 수업 했냐
49,0,진영아 너 일년 동안 뭐 했냐
0,0,아 그러면 한 오년 있다 가겠네
1,0,그럼 목동으로 가겠네
2,0,현역으로 가겠네
3,0,종혁이가 제일 먼저 가겠네
4,0,아 되게 가깝네
5,0,나도 못 가네
6,0,엠티 가네
7,0,가두 여자만 가득하네
8,0,아이 가시네
9,0,남녀가 좀 바뀐 거 같겠네
10,0,그럼 확실히 서  거 같네
11,0,여덟 개 열 개네
12,0,두 개네
13,0,두 개네
14,0,쉬운 거네
15,0,난 유토 메인만 하면 되는 거네
16,0,그럼 선희도 쏘는 거네
17,0,글구 딱 방향도 다 나눠 논  거네
18,0,이거는 진짜루 딱 주제가 정해진 거네
19,0,그게 이십분에 일 압축하는 거네
20,0,하기야 교장 선생님도 욕먹어 가면서 자기도 욕먹어 가면서 하는 거네
21,0,일 분당 두 문제 이상 풀어 재껴야 된다는 거네
22,0,유투 시스템하고 같은 거네
23,0,여기 쓰고 있는 거네
24,0,아우 진짜 아픈 거네
25,0,완전 겁 주는 거네
26,0,얘는 새로 나온 거네
27,0,이게 쏘니 거네
28,0,교회 뭐 그런 하는 거네
29,0,아버님은 항암 치료는 안 하시는 거네
30,0,의자 상당히 거슬리네
31,0,사다리 만들다가 한 시간 걸리겠네
32,0,사다리 타는 데도 한참 걸리겠네
33,0,취미이자 계획이자 미래에 계획이네
34,0,그거 어떻게 해야 될지 고민되네
35,0,잘 고쳤네
36,0,남자애네 과외네
37,0,그런 흐름들이 있으면 괜찮겠네
38,0,화질은 괜찮겠네
39,0,괜찮네
40,0,이 정도면 괜찮네
41,0,이거 괜찮네
42,0,아 거 되게 궁금하네
43,0,귀염직스럽네
44,0,말투가 상당히 귀엽네
45,0,아 사람 참 많아 귀찮네
46,0,그거네
47,0,그타면 프로듀서 액터 액터랑 액터 포르노 그래피네
48,0,메일 내 거로 해 놓을걸 그랬네
49,0,그러네
0,0,되게 난감하네
1,0,되게 난해하네
2,0,진짜 며칠 안 남았네
3,0,많이 남았네
4,0,얼마 안 남았네
5,0,사십 분 남았네
6,0,많이도 남았네
7,0,자식은 잘 낳겠네
8,0,너무하네
9,0,아이 너무하네
10,0,아 아줌마 너무하시네
11,0,한자 괄호 넣기네
12,0,네
13,0,네
14,0,쩝쩝쩝 소리만 녹음되겠네
15,0,우리 오빠 갖고 놀겠네
16,0,아 선생님 진짜 깜짝 놀랐네
17,0,선생님 깜짝 놀랬네
18,0,뭐 어려운 말을 써 놨네
19,0,이쁘면 더 좋지 흐흐 이렇게 해 놨네
20,0,아 좀 느끼하네
21,0,그럼 영어 별로 안 늘었겠네
22,0,늦겠네
23,0,많이 다녔네
24,0,좋은 중학교 다녔네
25,0,요번에도 학교 다니네
26,0,안 다닐 거라고 생각했는데 다니네
27,0,어우 정말 다르네
28,0,너는 나하구 다르네
29,0,다행이네
30,0,조재훈이 없었던 게 다행이네
32,0,문 닫았네
33,0,닮았네
34,0,가 당황했겠네
35,0,어 대단하시네
36,0,대단하네
37,0,그러면 되게 좋은 대학교네
38,0,덥네
39,0,아 돌겠네
40,0,많이 돌아갔네
41,0,잘 돌아다녔겠네
42,0,돌아왔네
43,0,돌이네
44,0,얼마 안 됐네
45,0,모범생 됐네
46,0,십 분에 녹음했으니까 십 오분 됐네
47,0,그래 아직 삼십 분도 안 됐네
48,0,아홉 시도 안 됐네
49,0,도 본 지 꽤 됐네
0,0,맞네
1,0,내 생각이 맞네
2,0,겨우 넣어 가지구 딱 맞네
4,0,어 맛있는 거 다 많이 못 먹었네
5,0,게다가 또 커피를 두 잔씩이나 먹었네
6,0,그럼 딱 열 명이네
7,0,아님 두 명이네
8,0,녹음 잘 오빠 목소리가 녹음이 잘 됐나 모르겠네
9,0,모르겠네
10,0,어떻게 될지 모르겠네
11,0,아나 모르겠네
12,0,난 하나도 모르겠네
13,0,글쎄 잘 모르겠네
14,0,나도 잘 모르겠네
15,0,잘 모르겠네
16,0,시간 될지 모르겠네
17,0,나 같은 경우는 잘 모르겠네
18,0,민이 형은 진짜 삐진 거 같은데 모르겠네
20,0,뒤에는 모르겠네
21,0,그러구 보니까 지금 연대에서 뭐 기여 입학제 한다구 뭐 말이 많은데 뭐 어떻게 될지 모르겠네
22,0,일제에 어떤 그 만행이나 아니면 그런 걸 되새긴다구 하던데 모르겠네
23,0,난 몰랐네
24,0,좋은 차 많이 몰았겠네
25,0,그러다가 딱 보더니 아 못생겼네
26,0,발표를 너무 못하네
27,0,우와 이거 술잔 되게 무겁네
28,0, 되게 무섭다 남자 애들이 화내니까 되게 무섭네
29,0, 화내니까 되게 무섭네
30,0,어이 얘가 또 나의 상상력을 무시하네
31,0,내가 문제네
33,0,그렇게 얘기하니까 미안하네
34,0,아 미치겠네
35,0,참 미치겠네
36,0,미치겠네
37,0,미팅이네
39,0,바꿔야겠네
40,0,어 반지 이 정도로 바꿨네
41,0,드라마 바뀌었네
42,0,아 이거 바뀌었네
43,0,분위기로 바뀌네
44,0,너가 바보네
45,0,헤 하이고 바쁘겠네
46,0,시원한 바탕화면이네
47,0,아유 반갑네
48,0,이번주 금요일날에 방학이네
49,0,진짜 배고프네
0,0,염색했네
1,0,는 점점 예뻐지네
2,0,줄 예쁘네
3,0,모두 다 안 오는 안 오네
4,0,빨리 오네
5,0,이모 오셨네
6,0,오타네
7,0,안심이 딱 되니까 술이 확 올라오네
8,0,어 가격이 올랐네
9,0,오빠한테 전화 왔네
10,0,어 이제 인제 다 왔네
11,0,전화 왔네
12,0,정희 오늘 깔끔하게 하고 왔네
13,0,안 써 올 줄 알았더니 써 왔네
14,0,부재중 전화가 왔었네
15,0,외제차네
16,0,아휴 날씨 또 이렇게 쨍쨍하니까 우울하네
17,0,어 몸이 안 움직이네
18,0,아 진짜 웃기네
19,0,정말 웃기네
20,0,만 사천 원이네
21,0,위압당했겠네
22,0,그럼 유리하겠네
23,0,여기 유명하네
24,0,유방암이네
25,0,영 점 육이네
26,0,그럼 우리 나라 남자 사대 의무네
27,0,완전 이거네
28,0,음 쓸데없이 했는데도 이겼네
29,0,그럼 너 이급이네
30,0,이네
31,0,독한 이네
32,0,이번이네
33,0,이쁘네
34,0,이상하네
35,0,무조건 쟤 이상하네
37,0,일났네
38,0,일찍 일어났네
39,0,일찍 일어났네
40,0,이해할 수 없는 일이네
41,0,야 신기한 일이네
42,0, 차장님  있겠네
43,0,그 차이는 보여 줄 수 있겠네
44,0,이런 것도 있겠네
45,0,또 골라서 쓰면 또 쓸 수는 있겠네
46,0,아 이 아 그 여자애 있네
47,0,와 출석도 안 부르고 있네
48,0,재담 원래 남녀 관계라는 게 제삼자 입장에서 볼 때는 진짜 쌩쑈 하고 있네
49,0,있네
0,0,쫄았네
1,0,아유 쫄았네
2,0,어 저렇게 해서 되게 가까이서 잘 찍었네
3,0,일 편밖에 안 찍었네
4,0,에어리언 일 편밖에 안 찍었네
5,0,맥주가 별로 별로 안 차갑 안 차갑네
6,0,천 원 차이네
7,0,내가 참여해야겠네
8,0,이거 잘못 채점했네
9,0,생각하고 있는 건 생전 또 처음이네
10,0,척하네
11,0,어제가 첫날밤이었겠네
12,0,밥 먹다가 십분 있다가 한 밥 먹다가 어떤 어떤 기타리스트가 잘 치네
14,0,얘네들 판 치네
15,0,그러면 다 술 친구겠네
16,0,악마 같은 여자가 아니라 악마 같은 친구들이네
17,0,칠십구년이네
19,0,그럼 교정하면은 키가 더 커지겠네
20,0,많이 컸네
21,0,크네
22,0,큰일났네
23,0,큰일났네
25,0,큰일났네
26,0,그래 가지구 엄마가 막 아이구 우리 딸 큰일났네
28,0,야 큰일이네
29,0,큰일이네
30,0,큰일이네
31,0,클났네
33,0,거기서 현진 씨가 젤 터줏대감이네
34,0,완벽한 토박이네
35,0,투네
39,0,확 튀네
40,0,어 틀리네
41,0,말이 틀리네
42,0,음 좀 틀리네
43,0,틀리네
44,0,좀 빠른 편이네
45,0,편하겠네
46,0,그럼 하겠네
47,0,아 십칠일은 공휴일이니까 십육일 날 하겠네
48,0,그런 사람들이 동아릴 하겠네
49,0,너 그러면은 괜히 번거롭기만 하겠네
0,0,뭐 말을 못 하겠네
